,Constrs,Vars,NZs,presol_time,pConstrs,pVars,pNZs,CVars,IVars,BVars,pCVars,pIVars,pBVars,solved_with,obj_upper_bound,obj_lower_bound,gap,matrix_range_lower,matrix_range_upper,obj_range_lower,obj_range_upper,bounds_range_lower,bounds_range_upper,N,L,T,pot_circuits,formulation,target_gap,threads,walltime,region,co2limit,new_circuits,rel_exp_volume,abs_exp_volume,peak_mem,loading 0,candidates 0,building 0,solving 0,exporting 0
elec_s_250_t1_rDE-NL-LU_Co2L-1H_c2_g0.005_pGTEP_kirchhoff,1333,824,3488,0.01,850,657,2840,656,168,168,489,168,168,barrier,27183253552.84,27068775421.33,0.0042109999999999995,0.09,100000.0,1.0,40000000.0,0.07,1000000.0,47,252,1,2.0,kirchhoff,0.005,4,21600,DE-NL-LU,40.0,35.0,0.14857298873644878,8.043772653007352,417.5,0.7391574382781982,2.0504064559936523,4.695703983306885,1.0373852252960205,1.720123291015625
elec_s_250_t1_rFR-BE_Co2L-1H_c2_g0.005_pGTEP_kirchhoff,1291,749,3356,0.01,862,611,2798,577,172,172,439,172,172,barrier,27340200681.92,27303966700.38,0.001325,0.08,200000.0,1.0,40000000.0,1.0,1000000.0,46,258,1,2.0,kirchhoff,0.005,4,21600,FR-BE,40.0,21.0,0.12131590121193637,6.370036151451753,416.44921899999997,0.7034144401550293,2.233410120010376,4.351374626159668,0.8778085708618164,1.2207822799682615
elec_s_250_t1_rES-PT_Co2L-1H_c2_g0.005_pGTEP_kirchhoff,694,418,1781,0.01,435,331,1439,332,86,86,245,86,86,nan,11817640761.98,11817640761.98,0.0,0.1,200000.0,1.0,40000000.0,1.0,1000000.0,24,129,1,2.0,kirchhoff,0.005,4,21600,ES-PT,40.0,0.0,0.0,0.0,425.496094,0.6827523708343506,1.0233447551727295,3.03277850151062,0.9065213203430176,1.4074842929840088
elec_s_250_t1_rGB-IE_Co2L-1H_c2_g0.005_pGTEP_kirchhoff,672,449,1655,0.01,371,302,1210,377,72,72,230,72,72,nan,12399321273.11,12389142382.83,0.0008210000000000001,0.08,200000.0,1.0,40000000.0,1.0,1000000.0,27,108,1,2.0,kirchhoff,0.005,4,21600,GB-IE,40.0,1.0,0.01595258481303613,0.361479654317472,424.710938,0.7404427528381348,0.8506515026092529,3.1875324249267583,0.9422264099121094,1.468592405319214
elec_s_250_t1_rIT-CH-AT-LI-SI_Co2L-1H_c2_g0.005_pGTEP_kirchhoff,886,578,2244,0.01,539,442,1778,472,106,106,336,106,106,nan,19418326207.94,19386970499.93,0.0016150000000000001,0.006,200000.0,1.0,40000000.0,1.0,1000000.0,34,159,1,2.0,kirchhoff,0.005,4,21600,IT-CH-AT-LI-SI,40.0,1.0,0.012861329757451656,0.3964009982337108,419.867188,0.7158942222595215,1.1594247817993164,3.0115778446197514,0.859501838684082,1.58231782913208
elec_s_250_t1_rCZ-PL-LT-LV-EE_Co2L-1H_c2_g0.005_pGTEP_kirchhoff,514,310,1307,0.0,329,233,1047,244,66,66,167,66,66,nan,12850013009.83,12787954853.67,0.004829,0.09,200000.0,1.0,40000000.0,1.0,1000000.0,19,98,1,2.0,kirchhoff,0.005,4,21600,CZ-PL-LT-LV-EE,40.0,16.0,0.34507483383415244,7.495387815158188,414.30859399999997,0.6807470321655273,0.6956028938293457,2.457295179367065,0.7405738830566406,0.9898657798767091
elec_s_250_t1_rSE-FI-DK-NO_Co2L-1H_c2_g0.005_pGTEP_kirchhoff,798,516,1976,0.0,481,344,1513,424,92,92,252,92,92,nan,16959946953.35,16877733785.89,0.004847000000000001,0.01,400000.0,1.0,40000000.0,1.0,1000000.0,30,138,1,2.0,kirchhoff,0.005,4,21600,SE-FI-DK-NO,40.0,10.0,0.0879825896092848,3.3808408827864724,439.085938,0.6368598937988281,1.0061576366424558,3.008558511734009,0.8854429721832275,1.720374345779419
elec_s_250_t1_rRO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK_Co2L-1H_c2_g0.005_pGTEP_kirchhoff,591,367,1501,0.01,372,285,1208,293,74,74,211,74,74,nan,13608728742.79,13571076406.44,0.002767,0.04,200000.0,1.0,40000000.0,0.8,1000000.0,23,111,1,2.0,kirchhoff,0.005,4,21600,RO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK,40.0,6.0,0.0565580636113752,1.9518082806332078,414.070312,0.7307596206665039,0.8758742809295654,2.71147084236145,0.8956019878387451,1.0093936920166016
elec_s_250_t5_rDE-NL-LU_Co2L-1H_c1_g0.01_pGTEP_angles,4797,2531,12546,0.02,2971,2335,10470,2447,84,84,2251,84,84,dual simplex,32666484463.75,32508246041.54,0.004844,0.0002,100000.0,1.0,40000000.0,0.04,1000000.0,47,168,5,1.0,angles,0.01,4,21600,DE-NL-LU,40.0,25.0,0.1099591995705547,5.95321403960704,423.589844,0.6175391674041748,0.8884742259979248,2.0336174964904785,1.76385760307312,1.5030035972595217
elec_s_250_t5_rFR-BE_Co2L-1H_c1_g0.01_pGTEP_angles,4532,2255,11764,0.02,2746,1973,9642,2169,86,86,1887,86,86,barrier,33983985519.6,33793235926.76,0.005613,0.0004,60000.0,1.0,40000000.0,1.0,1000000.0,46,172,5,1.0,angles,0.01,4,21600,FR-BE,40.0,25.0,0.1332357908147876,6.995923829265957,423.453125,0.6864440441131592,1.0039122104644775,2.1285207271575928,1.8406994342803955,0.9529223442077636
elec_s_250_t5_rES-PT_Co2L-1H_c1_g0.01_pGTEP_angles,2517,1256,6456,0.01,1546,1155,5335,1213,43,43,1112,43,43,dual simplex,15675973129.03,15674174019.3,0.000115,7e-05,30000.0,1.0,40000000.0,1.0,1000000.0,24,86,5,1.0,angles,0.01,4,21600,ES-PT,40.0,3.0,0.017801104633875624,0.9748019031698393,418.921875,0.6434290409088135,0.5096268653869629,1.8822641372680664,1.063166618347168,1.3653249740600586
elec_s_250_t5_rGB-IE_Co2L-1H_c1_g0.01_pGTEP_angles,2597,1400,6370,0.02,1509,1252,4995,1364,36,36,1216,36,36,barrier,17786306917.81,17778206116.46,0.000455,0.02,100000.0,1.0,40000000.0,1.0,1000000.0,27,72,5,1.0,angles,0.01,4,21600,GB-IE,40.0,3.0,0.03252282472117083,0.7369551439732525,418.29296899999997,0.6562666893005371,0.43884825706481934,1.6594200134277344,1.190565586090088,1.4231214523315432
elec_s_250_t5_rIT-CH-AT-LI-SI_Co2L-1H_c1_g0.01_pGTEP_angles,3277,1822,8382,0.01,1929,1613,6717,1769,53,53,1560,53,53,dual simplex,36074446979.33,35985522386.37,0.002465,0.002,70000.0,1.0,40000000.0,1.0,1000000.0,34,106,5,1.0,angles,0.01,4,21600,IT-CH-AT-LI-SI,40.0,18.0,0.17054227424308635,5.256309341717833,420.578125,0.5634675025939941,0.5264167785644531,1.668506145477295,1.1641449928283691,1.358328342437744
elec_s_250_t5_rCZ-PL-LT-LV-EE_Co2L-1H_c1_g0.01_pGTEP_angles,1877,945,4863,0.01,1173,866,4026,911,34,34,832,34,34,dual simplex,14717791779.29,14683452546.79,0.002333,0.004,200000.0,1.0,40000000.0,1.0,1000000.0,19,66,5,1.0,angles,0.01,4,21600,CZ-PL-LT-LV-EE,40.0,8.0,0.1487912928986408,3.231903153882582,416.69921899999997,0.595658540725708,0.3551809787750244,1.3771464824676514,0.8106763362884521,1.0480122566223145
elec_s_250_t5_rSE-FI-DK-NO_Co2L-1H_c1_g0.01_pGTEP_angles,2992,1598,7517,0.01,1839,1475,6237,1552,46,46,1429,46,46,dual simplex,19859410029.78,19837353013.0,0.001111,0.002,20000.0,1.0,40000000.0,1.0,1000000.0,30,92,5,1.0,angles,0.01,4,21600,SE-FI-DK-NO,40.0,4.0,0.03277497836147972,1.2594194745688543,420.285156,0.5745654106140137,0.4912481307983398,1.6836915016174316,1.126770257949829,1.4341793060302734
elec_s_250_t5_rRO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK_Co2L-1H_c1_g0.01_pGTEP_angles,2142,1140,5481,0.01,1280,1013,4438,1103,37,37,976,37,37,dual simplex,19070513981.97,19043814129.87,0.0014000000000000002,5e-05,40000.0,1.0,40000000.0,0.3,1000000.0,23,74,5,1.0,angles,0.01,4,21600,RO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK,40.0,7.0,0.08994872911810547,3.1041139514868696,417.21875,0.6355562210083008,0.4607138633728027,1.27781343460083,0.95294451713562,0.7822487354278564
elec_s_250_t5_rDE-NL-LU_Co2L-1H_c2_g0.01_pGTEP_angles,6561,3035,18594,0.04,4740,2844,16513,2867,168,168,2676,168,168,barrier,32220466461.14,32063714617.11,0.0048649999999999995,0.0002,100000.0,1.0,40000000.0,0.04,1000000.0,47,252,5,2.0,angles,0.01,4,21600,DE-NL-LU,40.0,35.0,0.15009072108731497,8.125942999597997,428.214844,0.7638130187988281,2.004968404769897,2.885441780090332,2.312020063400269,1.7145216464996338
elec_s_250_t5_rFR-BE_Co2L-1H_c2_g0.01_pGTEP_angles,6338,2771,17956,0.03,4557,2495,15830,2599,172,172,2323,172,172,barrier,33644772915.51,33317179750.87,0.009737,0.0004,60000.0,1.0,40000000.0,1.0,1000000.0,46,258,5,2.0,angles,0.01,4,21600,FR-BE,40.0,45.0,0.23583058148948396,12.382954869877304,427.457031,0.7105381488800049,1.6091971397399902,2.4421746730804443,2.046212911605835,1.0632224082946775
elec_s_250_t5_rES-PT_Co2L-1H_c2_g0.01_pGTEP_angles,3420,1514,9552,0.01,2449,1413,8391,1428,86,86,1327,86,86,dual simplex,15638754073.65,15612788794.63,0.00166,7e-05,30000.0,1.0,40000000.0,1.0,1000000.0,24,129,5,2.0,angles,0.01,4,21600,ES-PT,40.0,4.0,0.02297927609890161,1.2583624744301922,421.496094,0.5818681716918945,0.8019800186157227,1.6355693340301514,1.163557767868042,1.4389822483062744
elec_s_250_t5_rGB-IE_Co2L-1H_c2_g0.01_pGTEP_angles,3353,1616,8962,0.01,2295,1498,7697,1544,72,72,1426,72,72,dual simplex,17799736423.66,17783244209.07,0.0009270000000000001,0.02,100000.0,1.0,40000000.0,1.0,1000000.0,27,108,5,2.0,angles,0.01,4,21600,GB-IE,40.0,4.0,0.03314047981626939,0.750950979311561,420.757812,0.686915397644043,0.7744960784912109,2.032737493515014,1.0970592498779297,1.2954630851745603
elec_s_250_t5_rIT-CH-AT-LI-SI_Co2L-1H_c2_g0.01_pGTEP_angles,4390,2140,12198,0.02,3072,1961,10668,2034,106,106,1855,106,106,dual simplex,35499619321.65,35302276494.95,0.005559,0.002,70000.0,1.0,40000000.0,1.0,1000000.0,34,159,5,2.0,angles,0.01,4,21600,IT-CH-AT-LI-SI,40.0,31.0,0.3160513350995771,9.741066210823366,423.074219,0.6964254379272461,1.0048906803131104,1.963406324386597,1.5173134803771973,1.598564624786377
elec_s_250_t5_rCZ-PL-LT-LV-EE_Co2L-1H_c2_g0.01_pGTEP_angles,2549,1137,7167,0.01,1845,1058,6290,1071,66,66,992,66,66,dual simplex,14666092021.52,14589316676.85,0.005235,0.004,200000.0,1.0,40000000.0,1.0,1000000.0,19,98,5,2.0,angles,0.01,4,21600,CZ-PL-LT-LV-EE,40.0,19.0,0.3324623015146324,7.221430366521251,418.27734399999997,0.6598405838012695,0.6750636100769043,2.0093560218811035,1.006051778793335,0.914459228515625
elec_s_250_t5_rSE-FI-DK-NO_Co2L-1H_c2_g0.01_pGTEP_angles,3958,1874,10829,0.01,2805,1751,9539,1782,92,92,1659,92,92,dual simplex,19445350449.73,19371273869.33,0.0038090000000000003,0.002,20000.0,1.0,40000000.0,1.0,1000000.0,30,138,5,2.0,angles,0.01,4,21600,SE-FI-DK-NO,40.0,11.0,0.1068003343451399,4.10393622480065,422.199219,0.5970537662506104,0.8792722225189209,1.6426858901977541,1.3123199939727783,1.4595954418182373
elec_s_250_t5_rRO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK_Co2L-1H_c2_g0.01_pGTEP_angles,2919,1362,8145,0.01,2062,1240,7097,1288,74,74,1166,74,74,dual simplex,19033401697.61,18952020508.97,0.004275999999999999,5e-05,40000.0,1.0,40000000.0,0.3,1000000.0,23,111,5,2.0,angles,0.01,4,21600,RO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK,40.0,11.0,0.14988208455293708,5.1724029266474405,419.023438,0.5867311954498291,0.7051627635955809,1.5712540149688718,1.04132342338562,0.7463381290435791
elec_s_250_t5_rDE-NL-LU_Co2L-1H_c1_g0.005_pGTEP_angles,4797,2531,12546,0.03,2971,2335,10470,2447,84,84,2251,84,84,dual simplex,32666484463.75,32508246041.54,0.004844,0.0002,100000.0,1.0,40000000.0,0.04,1000000.0,47,168,5,1.0,angles,0.005,4,21600,DE-NL-LU,40.0,25.0,0.1099591995705547,5.95321403960704,428.371094,0.7963767051696777,1.1250944137573242,2.734405994415283,2.231343984603882,1.6237626075744631
elec_s_250_t5_rFR-BE_Co2L-1H_c1_g0.005_pGTEP_angles,4532,2255,11764,0.02,2746,1973,9642,2169,86,86,1887,86,86,barrier,33980389342.83,33819022089.37,0.004749,0.0004,60000.0,1.0,40000000.0,1.0,1000000.0,46,172,5,1.0,angles,0.005,4,21600,FR-BE,40.0,25.0,0.13379879108815934,7.02548575856647,422.554688,0.6010310649871826,0.7928767204284668,1.9218218326568604,2.138346672058105,0.9595022201538086
elec_s_250_t5_rES-PT_Co2L-1H_c1_g0.005_pGTEP_angles,2517,1256,6456,0.01,1546,1155,5335,1213,43,43,1112,43,43,dual simplex,15675973129.03,15674174019.3,0.000115,7e-05,30000.0,1.0,40000000.0,1.0,1000000.0,24,86,5,1.0,angles,0.005,4,21600,ES-PT,40.0,3.0,0.017801104633875624,0.9748019031698393,418.51953100000003,0.6655879020690918,0.5959188938140869,1.9687941074371336,1.1020338535308838,1.4393355846405032
elec_s_250_t5_rGB-IE_Co2L-1H_c1_g0.005_pGTEP_angles,2597,1400,6370,0.01,1509,1252,4995,1364,36,36,1216,36,36,barrier,17786306917.81,17778206116.46,0.000455,0.02,100000.0,1.0,40000000.0,1.0,1000000.0,27,72,5,1.0,angles,0.005,4,21600,GB-IE,40.0,3.0,0.03252282472117083,0.7369551439732525,418.78125,0.7387585639953613,0.4375514984130859,2.0217092037200928,1.3159797191619873,1.4127748012542725
elec_s_250_t5_rIT-CH-AT-LI-SI_Co2L-1H_c1_g0.005_pGTEP_angles,3277,1822,8382,0.02,1929,1613,6717,1769,53,53,1560,53,53,dual simplex,36074446979.33,35985522386.37,0.002465,0.002,70000.0,1.0,40000000.0,1.0,1000000.0,34,106,5,1.0,angles,0.005,4,21600,IT-CH-AT-LI-SI,40.0,18.0,0.17054227424308635,5.256309341717833,419.933594,0.8489625453948975,0.7370982170104979,2.58887243270874,1.405388593673706,1.689211130142212
elec_s_250_t5_rCZ-PL-LT-LV-EE_Co2L-1H_c1_g0.005_pGTEP_angles,1877,945,4863,0.01,1173,866,4026,911,34,34,832,34,34,dual simplex,14717791779.29,14683452546.79,0.002333,0.004,200000.0,1.0,40000000.0,1.0,1000000.0,19,66,5,1.0,angles,0.005,4,21600,CZ-PL-LT-LV-EE,40.0,8.0,0.1487912928986408,3.231903153882582,416.382812,0.7724981307983398,0.5140001773834229,2.096107006072998,1.0554215908050537,0.9274013042449952
elec_s_250_t5_rSE-FI-DK-NO_Co2L-1H_c1_g0.005_pGTEP_angles,2992,1598,7517,0.01,1839,1475,6237,1552,46,46,1429,46,46,dual simplex,19859410029.78,19837353013.0,0.001111,0.002,20000.0,1.0,40000000.0,1.0,1000000.0,30,92,5,1.0,angles,0.005,4,21600,SE-FI-DK-NO,40.0,4.0,0.03277497836147972,1.2594194745688543,419.25390600000003,0.8427789211273193,0.5714929103851318,2.206188440322876,1.2318098545074463,1.6913025379180908
elec_s_250_t5_rRO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK_Co2L-1H_c1_g0.005_pGTEP_angles,2142,1140,5481,0.01,1280,1013,4438,1103,37,37,976,37,37,dual simplex,19070513981.97,19043814129.87,0.0014000000000000002,5e-05,40000.0,1.0,40000000.0,0.3,1000000.0,23,74,5,1.0,angles,0.005,4,21600,RO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK,40.0,7.0,0.08994872911810547,3.1041139514868696,416.47265600000003,0.7187652587890625,0.4690585136413574,2.097542762756348,0.9877734184265136,0.8538784980773926
elec_s_250_t5_rDE-NL-LU_Co2L-1H_c2_g0.005_pGTEP_angles,6561,3035,18594,0.04,4740,2844,16513,2867,168,168,2676,168,168,barrier,32220466461.14,32063714617.11,0.0048649999999999995,0.0002,100000.0,1.0,40000000.0,0.04,1000000.0,47,252,5,2.0,angles,0.005,4,21600,DE-NL-LU,40.0,35.0,0.15009072108731497,8.125942999597997,428.847656,0.6693003177642822,1.8231782913208008,3.0792942047119136,2.702034473419189,1.6776685714721682
elec_s_250_t5_rFR-BE_Co2L-1H_c2_g0.005_pGTEP_angles,6338,2771,17956,0.03,4557,2495,15830,2599,172,172,2323,172,172,barrier,33513756249.63,33391341262.51,0.003653,0.0004,60000.0,1.0,40000000.0,1.0,1000000.0,46,258,5,2.0,angles,0.005,4,21600,FR-BE,40.0,50.0,0.25710604948062316,13.500083777866465,497.664062,0.6571247577667236,1.8972156047821045,2.988407850265503,8.016256093978884,1.392662525177002
elec_s_250_t5_rES-PT_Co2L-1H_c2_g0.005_pGTEP_angles,3420,1514,9552,0.02,2449,1413,8391,1428,86,86,1327,86,86,dual simplex,15638754073.65,15612788794.63,0.00166,7e-05,30000.0,1.0,40000000.0,1.0,1000000.0,24,129,5,2.0,angles,0.005,4,21600,ES-PT,40.0,4.0,0.02297927609890161,1.2583624744301922,429.222656,0.7518646717071533,1.3273987770080566,2.474594593048096,1.4611611366271973,1.7223963737487793
elec_s_250_t5_rGB-IE_Co2L-1H_c2_g0.005_pGTEP_angles,3353,1616,8962,0.02,2295,1498,7697,1544,72,72,1426,72,72,dual simplex,17799736423.66,17783244209.07,0.0009270000000000001,0.02,100000.0,1.0,40000000.0,1.0,1000000.0,27,108,5,2.0,angles,0.005,4,21600,GB-IE,40.0,4.0,0.03314047981626939,0.750950979311561,420.429688,0.6487929821014404,1.0758850574493408,2.2533187866210938,1.1959867477416992,1.60180926322937
elec_s_250_t5_rIT-CH-AT-LI-SI_Co2L-1H_c2_g0.005_pGTEP_angles,4390,2140,12198,0.02,3072,1961,10668,2034,106,106,1855,106,106,dual simplex,35499619321.65,35377786306.03,0.003432,0.002,70000.0,1.0,40000000.0,1.0,1000000.0,34,159,5,2.0,angles,0.005,4,21600,IT-CH-AT-LI-SI,40.0,31.0,0.3160513350995771,9.741066210823366,450.644531,0.6858124732971191,1.1374976634979248,2.49409818649292,1.8044166564941408,1.6695051193237305
elec_s_250_t5_rCZ-PL-LT-LV-EE_Co2L-1H_c2_g0.005_pGTEP_angles,2549,1137,7167,0.02,1845,1058,6290,1071,66,66,992,66,66,dual simplex,14666092021.52,14602135461.3,0.004361,0.004,200000.0,1.0,40000000.0,1.0,1000000.0,19,98,5,2.0,angles,0.005,4,21600,CZ-PL-LT-LV-EE,40.0,19.0,0.3324623015146324,7.221430366521251,418.734375,0.6506931781768799,0.7195215225219727,2.2284257411956787,1.1300208568572998,0.9682598114013672
elec_s_250_t5_rSE-FI-DK-NO_Co2L-1H_c2_g0.005_pGTEP_angles,3958,1874,10829,0.02,2805,1751,9539,1782,92,92,1659,92,92,dual simplex,19445350449.73,19371273869.33,0.0038090000000000003,0.002,20000.0,1.0,40000000.0,1.0,1000000.0,30,138,5,2.0,angles,0.005,4,21600,SE-FI-DK-NO,40.0,11.0,0.1068003343451399,4.10393622480065,430.277344,0.931079626083374,1.1761760711669922,2.4936962127685547,1.5682880878448486,1.5941123962402344
elec_s_250_t5_rRO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK_Co2L-1H_c2_g0.005_pGTEP_angles,2919,1362,8145,0.02,2062,1240,7097,1288,74,74,1166,74,74,dual simplex,19033401697.61,18952020508.97,0.004275999999999999,5e-05,40000.0,1.0,40000000.0,0.3,1000000.0,23,111,5,2.0,angles,0.005,4,21600,RO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK,40.0,11.0,0.14988208455293708,5.1724029266474405,445.265625,0.6938269138336182,1.0319359302520752,2.631464958190918,1.364682912826538,1.0780005455017092
elec_s_250_t5_rDE-NL-LU_Co2L-1H_c1_g0.01_pGTEP_kirchhoff,4557,2296,11366,0.02,2761,2125,9400,2212,84,84,2041,84,84,barrier,32646963182.66,32525395906.04,0.003724,0.0002,100000.0,1.0,40000000.0,0.04,1000000.0,47,168,5,1.0,kirchhoff,0.01,4,21600,DE-NL-LU,40.0,22.0,0.09980444024834957,5.4034332481691,427.613281,0.5977222919464111,1.03399395942688,3.0535094738006587,2.162582397460937,1.6839737892150881
elec_s_250_t5_rFR-BE_Co2L-1H_c1_g0.01_pGTEP_kirchhoff,4297,2025,10564,0.03,2541,1768,8552,1939,86,86,1682,86,86,barrier,33978374394.05,33809501802.1,0.00497,0.0004,200000.0,1.0,40000000.0,1.0,1000000.0,46,172,5,1.0,kirchhoff,0.01,4,21600,FR-BE,40.0,24.0,0.13051455184889568,6.853037444082304,422.144531,0.6534194946289062,0.9036307334899902,2.690371036529541,1.405970335006714,1.0480513572692869
elec_s_250_t5_rES-PT_Co2L-1H_c1_g0.01_pGTEP_kirchhoff,2387,1136,5801,0.01,1456,1065,4800,1093,43,43,1022,43,43,dual simplex,15675973129.03,15674174019.3,0.000115,7e-05,200000.0,1.0,40000000.0,1.0,1000000.0,24,86,5,1.0,kirchhoff,0.01,4,21600,ES-PT,40.0,3.0,0.017801104633875624,0.9748019031698393,418.195312,0.6015434265136719,0.4902453422546386,1.8771324157714844,1.0743110179901123,1.3866066932678225
elec_s_250_t5_rGB-IE_Co2L-1H_c1_g0.01_pGTEP_kirchhoff,2452,1265,5660,0.01,1434,1177,4555,1229,36,36,1141,36,36,dual simplex,17786306917.81,17778206116.46,0.000455,0.02,200000.0,1.0,40000000.0,1.0,1000000.0,27,72,5,1.0,kirchhoff,0.01,4,21600,GB-IE,40.0,3.0,0.03252282472117083,0.7369551439732525,418.87109399999997,0.5839667320251465,0.39548516273498535,1.7507760524749756,1.2078533172607422,1.2738564014434814
elec_s_250_t5_rIT-CH-AT-LI-SI_Co2L-1H_c1_g0.01_pGTEP_kirchhoff,3097,1652,7437,0.01,1809,1493,5992,1599,53,53,1440,53,53,barrier,36071642663.08,35991332039.01,0.002226,0.002,200000.0,1.0,40000000.0,1.0,1000000.0,34,106,5,1.0,kirchhoff,0.01,4,21600,IT-CH-AT-LI-SI,40.0,19.0,0.17686239973898496,5.451102889724407,419.96875,0.5894057750701904,0.5145502090454102,2.2904763221740723,1.2804887294769287,1.4089863300323486
elec_s_250_t5_rCZ-PL-LT-LV-EE_Co2L-1H_c1_g0.01_pGTEP_kirchhoff,1762,850,4238,0.01,1088,796,3511,816,34,34,762,34,34,dual simplex,14707983169.23,14685271760.01,0.001544,0.004,200000.0,1.0,40000000.0,1.0,1000000.0,19,66,5,1.0,kirchhoff,0.01,4,21600,CZ-PL-LT-LV-EE,40.0,7.0,0.13705880559200767,2.977061207216889,415.1875,0.6581578254699707,0.3805887699127197,2.0144698619842534,1.0484623908996582,0.9875054359436036
elec_s_250_t5_rSE-FI-DK-NO_Co2L-1H_c1_g0.01_pGTEP_kirchhoff,2832,1448,6682,0.01,1704,1340,5447,1402,46,46,1294,46,46,barrier,19859410029.78,19837356458.25,0.00111,0.002,400000.0,1.0,40000000.0,1.0,1000000.0,30,92,5,1.0,kirchhoff,0.01,4,21600,SE-FI-DK-NO,40.0,4.0,0.03277497836147972,1.2594194745688543,419.84375,0.6003632545471191,0.5954639911651611,2.0210580825805664,1.1670417785644531,1.3752198219299316
elec_s_250_t5_rRO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK_Co2L-1H_c1_g0.01_pGTEP_kirchhoff,2022,1025,4826,0.01,1190,923,3893,988,37,37,886,37,37,dual simplex,19071689576.69,19044387986.85,0.001432,5e-05,200000.0,1.0,40000000.0,0.3,1000000.0,23,74,5,1.0,kirchhoff,0.01,4,21600,RO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK,40.0,6.0,0.08307738701077343,2.866985210370334,416.29296899999997,0.5901782512664795,0.4711775779724121,1.7116613388061523,0.9072318077087402,0.8812553882598877
elec_s_250_t5_rDE-NL-LU_Co2L-1H_c2_g0.01_pGTEP_kirchhoff,6321,2800,16504,0.03,4525,2629,14553,2632,168,168,2461,168,168,barrier,32188927363.65,32071091391.1,0.0036609999999999998,0.0002,100000.0,1.0,40000000.0,0.04,1000000.0,47,252,5,2.0,kirchhoff,0.01,4,21600,DE-NL-LU,40.0,34.0,0.14508416785340494,7.854887161445693,428.203125,0.6781618595123291,1.5314085483551023,3.771324634552002,1.9985167980194087,1.5407850742340088
elec_s_250_t5_rFR-BE_Co2L-1H_c2_g0.01_pGTEP_kirchhoff,6103,2541,16141,0.06,4347,2285,14135,2369,172,172,2113,172,172,barrier,33644772915.51,33328050918.09,0.009414,0.0004,200000.0,1.0,40000000.0,1.0,1000000.0,46,258,5,2.0,kirchhoff,0.01,4,21600,FR-BE,40.0,45.0,0.23583058148948396,12.382954869877304,426.496094,0.566694974899292,1.6408672332763672,3.6332075595855713,1.9455897808074951,1.0066378116607666
elec_s_250_t5_rES-PT_Co2L-1H_c2_g0.01_pGTEP_kirchhoff,3290,1394,8462,0.02,2359,1323,7476,1308,86,86,1237,86,86,barrier,15621534827.07,15612962367.85,0.000549,7e-05,200000.0,1.0,40000000.0,1.0,1000000.0,24,129,5,2.0,kirchhoff,0.01,4,21600,ES-PT,40.0,5.0,0.029290742683326428,1.6039831403849354,419.914062,0.5435321331024171,0.8616530895233154,2.250758171081543,1.2310547828674316,1.4397385120391846
elec_s_250_t5_rGB-IE_Co2L-1H_c2_g0.01_pGTEP_kirchhoff,3208,1481,7897,0.02,2190,1393,6822,1409,72,72,1321,72,72,dual simplex,17788390608.97,17778206116.46,0.0005729999999999999,0.02,200000.0,1.0,40000000.0,1.0,1000000.0,27,108,5,2.0,kirchhoff,0.01,4,21600,GB-IE,40.0,2.0,0.020075126779512967,0.4548949260377981,420.929688,0.5268454551696777,0.6596746444702148,2.06237530708313,1.2164292335510254,1.2604217529296875
elec_s_250_t5_rIT-CH-AT-LI-SI_Co2L-1H_c2_g0.01_pGTEP_kirchhoff,4210,1970,10743,0.02,2922,1811,9318,1864,106,106,1705,106,106,barrier,35499619321.65,35312615527.61,0.005268,0.002,200000.0,1.0,40000000.0,1.0,1000000.0,34,159,5,2.0,kirchhoff,0.01,4,21600,IT-CH-AT-LI-SI,40.0,31.0,0.3160513350995771,9.741066210823366,426.847656,0.6608080863952637,1.119306564331055,2.9573745727539062,1.5354893207550049,1.6353731155395508
elec_s_250_t5_rCZ-PL-LT-LV-EE_Co2L-1H_c2_g0.01_pGTEP_kirchhoff,2434,1042,6207,0.01,1760,988,5494,976,66,66,922,66,66,dual simplex,14669747416.04,14590900430.63,0.005375,0.004,200000.0,1.0,40000000.0,1.0,1000000.0,19,98,5,2.0,kirchhoff,0.01,4,21600,CZ-PL-LT-LV-EE,40.0,18.0,0.31471121164378735,6.835858050958952,417.59375,0.62796950340271,0.7006754875183105,2.2447004318237305,1.0409080982208252,0.9447505474090576
